engagement_id,member_id,record_date,check_ins_count,app_logins_count,classes_attended,trainer_sessions,engagement_score,last_visit_date,at_risk_flag,churn_probability
ENG00003155,MEM000899,2024-03-13,6,8,14,7,100.0,2024-03-10,No,0.0
ENG00003156,MEM000290,2024-05-31,0,18,3,1,34.0,2024-05-08,No,0.66
ENG00003157,MEM000148,2024-09-07,19,14,10,3,100.0,2024-09-04,No,0.0
ENG00003158,MEM000094,2024-09-06,26,23,5,0,88.5,2024-08-29,No,0.12
ENG00003159,MEM000379,2024-07-07,15,38,3,8,100.0,2024-06-15,No,0.0
ENG00003160,MEM001433,2024-07-07,7,4,1,6,81.0,2024-06-20,No,0.19
ENG00003161,MEM002320,2024-05-07,6,31,10,0,77.5,2024-05-06,No,0.23
ENG00003162,MEM001645,2024-11-24,19,8,8,2,100.0,2024-11-20,No,0.0
ENG00003163,MEM001295,2024-05-04,1,20,8,1,62.0,2024-04-19,No,0.38
ENG00003164,MEM001521,2024-04-01,25,1,9,8,100.0,2024-03-05,No,0.0
ENG00003165,MEM002458,2024-06-26,4,43,1,4,74.5,2024-06-02,No,0.26
ENG00003166,MEM001429,2024-03-13,4,48,11,4,100.0,2024-02-21,No,0.0
ENG00003167,MEM000343,2024-05-10,12,22,6,1,75.0,2024-05-05,No,0.25
ENG00003168,MEM000709,2024-02-01,1,43,10,4,100.0,2024-01-02,No,0.0
ENG00003169,MEM000495,2024-10-25,9,6,11,1,86.0,2024-10-15,No,0.14
ENG00003170,MEM002296,2024-04-09,14,36,13,3,100.0,2024-04-01,No,0.0
ENG00003171,MEM001540,2024-11-13,12,48,0,4,88.0,2024-10-28,No,0.12
ENG00003172,MEM001942,2024-06-05,23,9,13,3,100.0,2024-05-15,No,0.0
ENG00003173,MEM002094,2024-12-07,18,36,5,6,100.0,2024-11-24,No,0.0
ENG00003174,MEM000988,2024-10-26,25,14,13,6,100.0,2024-09-28,No,0.0
ENG00003175,MEM000967,2024-04-23,2,25,8,4,96.5,2024-04-19,No,0.04
ENG00003176,MEM001381,2024-09-11,0,8,5,2,49.0,2024-08-12,No,0.51
ENG00003177,MEM000055,2024-01-16,4,28,9,1,77.0,2023-12-27,No,0.23
ENG00003178,MEM001087,2024-10-11,20,40,1,7,100.0,2024-10-07,No,0.0
ENG00003179,MEM001334,2024-08-19,12,5,2,5,86.5,2024-07-20,No,0.14
ENG00003180,MEM002232,2024-02-29,5,5,10,0,62.5,2024-02-15,No,0.38
ENG00003181,MEM001320,2024-04-06,15,15,14,2,100.0,2024-04-05,No,0.0
ENG00003182,MEM000862,2024-04-08,0,2,3,4,56.0,2024-03-17,No,0.44
ENG00003183,MEM002426,2024-01-31,8,2,9,1,72.0,2024-01-17,No,0.28
ENG00003184,MEM001259,2024-07-06,25,18,12,5,100.0,2024-06-26,No,0.0
ENG00003185,MEM000789,2024-11-07,15,3,8,1,81.5,2024-10-12,No,0.18
ENG00003186,MEM000124,2024-01-06,0,44,1,6,87.0,2023-12-12,No,0.13
ENG00003187,MEM002489,2024-01-02,7,19,7,2,78.5,2023-12-19,No,0.21
ENG00003188,MEM001416,2024-03-03,16,50,1,3,92.0,2024-03-02,No,0.08
ENG00003189,MEM001452,2024-04-01,0,33,5,2,61.5,2024-03-10,No,0.39
ENG00003190,MEM002176,2024-10-17,6,28,6,6,100.0,2024-10-05,No,0.0
ENG00003191,MEM000504,2024-12-01,1,17,14,0,80.5,2024-11-11,No,0.2
ENG00003192,MEM001364,2024-01-22,5,0,12,8,100.0,2024-01-01,No,0.0
ENG00003193,MEM000911,2024-04-26,15,14,6,5,100.0,2024-04-17,No,0.0
ENG00003194,MEM001971,2024-01-17,19,41,9,3,100.0,2023-12-30,No,0.0
ENG00003195,MEM001097,2024-12-15,28,50,10,2,100.0,2024-11-24,No,0.0
ENG00003196,MEM000571,2024-03-22,3,27,3,7,100.0,2024-02-25,No,0.0
ENG00003197,MEM001770,2024-05-09,20,32,5,8,100.0,2024-04-28,No,0.0
ENG00003198,MEM001682,2024-12-04,7,28,5,3,83.0,2024-11-15,No,0.17
ENG00003199,MEM001072,2024-04-11,23,19,6,4,100.0,2024-03-13,No,0.0
ENG00003200,MEM000306,2024-09-01,1,41,4,0,42.5,2024-08-31,No,0.57
ENG00003201,MEM000786,2024-01-19,29,18,14,3,100.0,2023-12-27,No,0.0
ENG00003202,MEM000802,2024-05-01,16,22,12,3,100.0,2024-04-22,No,0.0
ENG00003203,MEM001771,2024-04-25,21,12,8,7,100.0,2024-04-13,No,0.0
ENG00003204,MEM002053,2024-03-31,23,3,3,3,92.5,2024-03-04,No,0.07
ENG00003205,MEM002042,2024-07-16,18,23,9,8,100.0,2024-06-21,No,0.0
ENG00003206,MEM001771,2024-05-09,16,30,9,3,100.0,2024-04-25,No,0.0
ENG00003207,MEM000367,2024-11-02,26,39,4,4,100.0,2024-10-16,No,0.0
ENG00003208,MEM000791,2024-02-25,13,33,3,6,100.0,2024-02-21,No,0.0
ENG00003209,MEM001294,2024-02-12,26,38,7,7,100.0,2024-02-05,No,0.0
ENG00003210,MEM002461,2024-10-22,20,31,2,2,85.5,2024-10-22,No,0.14
ENG00003211,MEM001842,2024-03-11,22,5,15,7,100.0,2024-02-23,No,0.0
ENG00003212,MEM000761,2024-01-27,8,29,13,7,100.0,2024-01-14,No,0.0
ENG00003213,MEM002057,2024-04-02,25,41,11,4,100.0,2024-03-31,No,0.0
ENG00003214,MEM001053,2024-09-23,9,2,12,1,89.0,2024-09-16,No,0.11
ENG00003215,MEM001532,2024-11-01,27,10,14,5,100.0,2024-10-28,No,0.0
ENG00003216,MEM000960,2024-08-19,30,46,3,4,100.0,2024-07-22,No,0.0
ENG00003217,MEM000125,2024-02-21,24,29,2,6,100.0,2024-02-13,No,0.0
ENG00003218,MEM001642,2024-02-25,2,49,0,4,68.5,2024-02-21,No,0.32
ENG00003219,MEM001620,2024-06-01,1,26,6,3,75.0,2024-05-26,No,0.25
ENG00003220,MEM001511,2024-07-06,20,50,6,4,100.0,2024-07-06,No,0.0
ENG00003221,MEM000856,2024-10-24,4,19,7,5,100.0,2024-10-23,No,0.0
ENG00003222,MEM002480,2024-04-03,29,38,9,0,100.0,2024-04-02,No,0.0
ENG00003223,MEM001038,2024-08-07,15,38,7,1,94.0,2024-07-17,No,0.06
ENG00003224,MEM000353,2024-07-01,30,41,11,3,100.0,2024-06-14,No,0.0
ENG00003225,MEM000752,2024-07-25,29,50,13,2,100.0,2024-07-20,No,0.0
ENG00003226,MEM000547,2024-10-03,26,26,13,3,100.0,2024-09-22,No,0.0
ENG00003227,MEM002397,2024-04-19,29,41,14,3,100.0,2024-04-18,No,0.0
ENG00003228,MEM000567,2024-10-31,21,18,15,7,100.0,2024-10-15,No,0.0
ENG00003229,MEM000697,2024-01-24,21,31,3,4,100.0,2024-01-17,No,0.0
ENG00003230,MEM001623,2024-11-11,3,36,11,2,99.0,2024-11-02,No,0.01
ENG00003231,MEM000746,2024-09-22,6,29,5,2,71.5,2024-09-08,No,0.28
ENG00003232,MEM002125,2024-10-19,16,31,11,4,100.0,2024-10-04,No,0.0
ENG00003233,MEM000032,2024-07-20,5,36,14,6,100.0,2024-06-21,No,0.0
ENG00003234,MEM001674,2024-06-09,11,42,15,4,100.0,2024-05-21,No,0.0
ENG00003235,MEM000516,2024-08-19,21,6,7,7,100.0,2024-08-19,No,0.0
ENG00003236,MEM000095,2024-03-06,18,1,15,1,100.0,2024-02-09,No,0.0
ENG00003237,MEM001305,2024-12-01,11,13,3,4,83.5,2024-11-23,No,0.17
ENG00003238,MEM002400,2024-10-16,22,30,10,2,100.0,2024-09-30,No,0.0
ENG00003239,MEM000094,2024-09-11,23,8,3,2,85.0,2024-08-12,No,0.15
ENG00003240,MEM000859,2024-11-21,28,37,10,0,100.0,2024-10-24,No,0.0
ENG00003241,MEM000890,2024-06-17,23,22,9,0,100.0,2024-05-27,No,0.0
ENG00003242,MEM000413,2024-04-21,27,31,12,2,100.0,2024-04-19,No,0.0
ENG00003243,MEM001680,2024-05-12,29,8,3,1,87.0,2024-05-12,No,0.13
ENG00003244,MEM000803,2024-04-13,22,12,1,3,85.0,2024-04-04,No,0.15
ENG00003245,MEM001725,2024-02-21,7,0,15,8,100.0,2024-01-25,No,0.0
ENG00003246,MEM001364,2024-01-12,16,28,1,7,100.0,2024-01-01,No,0.0
ENG00003247,MEM000363,2024-10-09,28,45,9,7,100.0,2024-10-02,No,0.0
ENG00003248,MEM000662,2024-01-29,30,12,0,4,100.0,2024-01-12,No,0.0
ENG00003249,MEM002464,2024-07-06,18,17,7,7,100.0,2024-06-26,No,0.0
ENG00003250,MEM001697,2024-06-15,6,49,14,3,100.0,2024-06-03,No,0.0
ENG00003251,MEM000011,2024-02-16,21,19,0,4,91.5,2024-02-13,No,0.09
ENG00003252,MEM001243,2024-06-15,3,19,3,7,100.0,2024-05-31,No,0.0
ENG00003253,MEM000851,2024-09-24,20,36,6,2,100.0,2024-08-30,No,0.0
ENG00003254,MEM000906,2024-02-16,14,30,10,3,100.0,2024-02-04,No,0.0
ENG00003255,MEM000743,2024-03-07,6,10,12,7,100.0,2024-02-08,No,0.0
ENG00003256,MEM000363,2024-01-29,23,34,11,7,100.0,2024-01-29,No,0.0
ENG00003257,MEM001704,2024-08-08,17,34,13,5,100.0,2024-07-30,No,0.0
ENG00003258,MEM000772,2024-08-08,25,31,4,3,100.0,2024-07-16,No,0.0
ENG00003259,MEM000817,2024-03-29,2,14,10,3,91.0,2024-03-12,No,0.09
ENG00003260,MEM002321,2024-04-12,24,12,5,0,79.0,2024-03-16,No,0.21
ENG00003261,MEM000067,2024-08-23,6,45,0,0,34.5,2024-07-29,No,0.66
ENG00003262,MEM000999,2024-10-07,26,45,9,5,100.0,2024-09-23,No,0.0
ENG00003263,MEM001297,2024-07-27,28,9,8,1,100.0,2024-07-24,No,0.0
ENG00003264,MEM001529,2024-03-09,28,38,5,6,100.0,2024-02-25,No,0.0
ENG00003265,MEM001329,2024-02-12,3,21,4,5,86.5,2024-02-01,No,0.14
ENG00003266,MEM000719,2024-10-27,22,49,2,3,100.0,2024-10-04,No,0.0
ENG00003267,MEM001187,2024-07-06,19,10,1,4,88.0,2024-06-22,No,0.12
ENG00003268,MEM000884,2024-07-01,20,41,9,7,100.0,2024-06-25,No,0.0
ENG00003269,MEM000581,2024-01-25,6,26,15,4,100.0,2024-01-18,No,0.0
ENG00003270,MEM000359,2024-07-22,15,22,14,4,100.0,2024-07-16,No,0.0
ENG00003271,MEM001757,2024-07-14,12,29,0,1,48.5,2024-06-21,No,0.52
ENG00003272,MEM001518,2024-03-05,10,47,7,1,88.5,2024-02-11,No,0.12
ENG00003273,MEM000751,2024-10-08,25,34,8,7,100.0,2024-09-09,No,0.0
ENG00003274,MEM001595,2024-04-02,23,26,2,0,69.0,2024-04-01,No,0.31
ENG00003275,MEM001579,2024-05-10,3,44,6,6,100.0,2024-05-01,No,0.0
ENG00003276,MEM002018,2024-08-25,10,8,4,7,100.0,2024-07-30,No,0.0
ENG00003277,MEM001698,2024-07-08,25,47,7,6,100.0,2024-06-30,No,0.0
ENG00003278,MEM000990,2024-01-07,23,22,13,8,100.0,2023-12-12,No,0.0
ENG00003279,MEM000796,2024-07-02,10,38,15,4,100.0,2024-06-13,No,0.0
ENG00003280,MEM001831,2024-04-11,3,22,1,3,52.0,2024-04-02,No,0.48
ENG00003281,MEM001873,2024-12-13,9,46,10,0,91.0,2024-11-21,No,0.09
ENG00003282,MEM000847,2024-08-30,15,25,6,7,100.0,2024-08-14,No,0.0
ENG00003283,MEM001611,2024-07-18,1,45,2,8,100.0,2024-07-10,No,0.0
ENG00003284,MEM002034,2024-10-31,18,32,12,1,100.0,2024-10-31,No,0.0
ENG00003285,MEM000227,2024-11-17,8,28,4,8,100.0,2024-11-05,No,0.0
ENG00003286,MEM001157,2024-01-06,30,0,1,0,65.0,2023-12-16,No,0.35
ENG00003287,MEM000535,2024-09-23,20,27,6,6,100.0,2024-09-16,No,0.0
ENG00003288,MEM001116,2024-06-29,13,2,6,5,100.0,2024-06-03,No,0.0
ENG00003289,MEM000952,2024-06-27,23,2,10,2,100.0,2024-06-16,No,0.0
ENG00003290,MEM001124,2024-02-06,20,10,5,3,100.0,2024-01-16,No,0.0
ENG00003291,MEM001531,2024-07-30,18,28,9,2,100.0,2024-07-18,No,0.0
ENG00003292,MEM002330,2024-10-18,16,28,10,3,100.0,2024-10-06,No,0.0
ENG00003293,MEM001370,2024-01-23,16,3,9,8,100.0,2024-01-20,No,0.0
ENG00003294,MEM000742,2024-12-14,28,49,10,6,100.0,2024-11-20,No,0.0
ENG00003295,MEM001133,2024-09-22,18,11,2,6,100.0,2024-09-10,No,0.0
ENG00003296,MEM000916,2024-09-20,20,34,9,1,100.0,2024-08-26,No,0.0
ENG00003297,MEM000866,2024-05-07,1,17,1,5,65.5,2024-04-18,No,0.34
ENG00003298,MEM002259,2024-06-23,11,28,2,3,76.0,2024-06-16,No,0.24
ENG00003299,MEM000399,2024-06-27,1,45,7,4,99.5,2024-06-19,No,0.01
ENG00003300,MEM000650,2024-08-17,5,39,13,2,100.0,2024-08-13,No,0.0
ENG00003301,MEM000230,2024-04-17,26,36,4,2,100.0,2024-03-24,No,0.0
ENG00003302,MEM002084,2024-06-13,14,22,8,8,100.0,2024-05-24,No,0.0
ENG00003303,MEM001417,2024-06-29,3,40,15,7,100.0,2024-06-27,No,0.0
ENG00003304,MEM002365,2024-06-10,13,12,12,0,92.0,2024-05-19,No,0.08
ENG00003305,MEM001407,2024-01-26,3,20,6,7,100.0,2023-12-31,No,0.0
ENG00003306,MEM002340,2024-05-21,6,28,9,0,71.0,2024-04-30,No,0.29
ENG00003307,MEM000062,2024-01-10,6,42,11,4,100.0,2023-12-17,No,0.0
ENG00003308,MEM001221,2024-06-27,9,28,4,8,100.0,2024-06-05,No,0.0
ENG00003309,MEM000290,2024-03-12,19,15,11,2,100.0,2024-02-27,No,0.0
ENG00003310,MEM002134,2024-11-30,7,9,12,5,100.0,2024-11-19,No,0.0
ENG00003311,MEM001329,2024-04-02,6,13,6,6,100.0,2024-03-26,No,0.0
ENG00003312,MEM000826,2024-08-22,14,21,11,1,100.0,2024-07-31,No,0.0
ENG00003313,MEM001883,2024-10-24,27,34,3,5,100.0,2024-10-15,No,0.0
ENG00003314,MEM001264,2024-04-06,22,43,7,3,100.0,2024-03-18,No,0.0
ENG00003315,MEM000740,2024-09-20,12,36,14,6,100.0,2024-08-23,No,0.0
ENG00003316,MEM001432,2024-02-25,1,16,5,0,35.0,2024-01-31,No,0.65
ENG00003317,MEM001824,2024-06-04,12,12,11,4,100.0,2024-05-05,No,0.0
ENG00003318,MEM000732,2024-04-25,19,30,13,0,100.0,2024-04-13,No,0.0
ENG00003319,MEM001483,2024-11-19,17,40,2,6,100.0,2024-11-07,No,0.0
ENG00003320,MEM001801,2024-04-21,22,35,4,7,100.0,2024-04-17,No,0.0
ENG00003321,MEM000585,2024-10-09,2,14,3,5,76.0,2024-10-02,No,0.24
ENG00003322,MEM002205,2024-02-13,18,27,4,2,89.5,2024-02-10,No,0.1
ENG00003323,MEM001336,2024-07-14,7,9,9,8,100.0,2024-06-23,No,0.0
ENG00003324,MEM001991,2024-05-10,19,18,9,4,100.0,2024-05-06,No,0.0
ENG00003325,MEM002274,2024-05-31,19,39,3,3,100.0,2024-05-06,No,0.0
ENG00003326,MEM000282,2024-07-09,16,31,9,3,100.0,2024-07-04,No,0.0
ENG00003327,MEM001302,2024-07-02,9,11,14,8,100.0,2024-06-09,No,0.0
ENG00003328,MEM000984,2024-08-14,21,27,9,2,100.0,2024-08-08,No,0.0
ENG00003329,MEM001704,2024-06-25,17,48,9,6,100.0,2024-05-29,No,0.0
ENG00003330,MEM001812,2024-08-10,16,42,6,0,83.0,2024-07-17,No,0.17
ENG00003331,MEM002208,2024-07-29,19,0,8,8,100.0,2024-07-17,No,0.0
ENG00003332,MEM001057,2024-10-12,5,39,14,8,100.0,2024-09-19,No,0.0
ENG00003333,MEM001215,2024-06-25,17,17,3,7,100.0,2024-05-31,No,0.0
ENG00003334,MEM001967,2024-07-31,25,45,3,4,100.0,2024-07-09,No,0.0
ENG00003335,MEM002037,2024-03-08,29,27,7,6,100.0,2024-02-29,No,0.0
ENG00003336,MEM002129,2024-08-22,9,40,1,0,43.0,2024-08-05,No,0.57
ENG00003337,MEM001061,2024-04-02,15,34,14,0,100.0,2024-03-21,No,0.0
ENG00003338,MEM001806,2024-01-28,13,1,4,3,76.5,2024-01-21,No,0.23
ENG00003339,MEM001923,2024-06-22,11,40,9,5,100.0,2024-06-04,No,0.0
ENG00003340,MEM001378,2024-07-27,27,17,1,6,100.0,2024-07-18,No,0.0
ENG00003341,MEM000621,2024-04-16,19,50,0,6,100.0,2024-03-23,No,0.0
ENG00003342,MEM000617,2024-03-02,10,34,5,5,100.0,2024-02-20,No,0.0
ENG00003343,MEM000657,2024-04-07,1,26,4,3,65.0,2024-04-04,No,0.35
ENG00003344,MEM000211,2024-05-23,12,24,12,1,100.0,2024-04-30,No,0.0
ENG00003345,MEM000130,2024-10-27,17,41,6,2,100.0,2024-10-18,No,0.0
ENG00003346,MEM001950,2024-03-09,19,23,4,7,100.0,2024-02-22,No,0.0
ENG00003347,MEM001133,2024-05-06,30,13,13,6,100.0,2024-05-06,No,0.0
ENG00003348,MEM002282,2024-06-29,16,29,0,2,66.5,2024-06-12,No,0.34
ENG00003349,MEM000164,2024-08-11,9,26,8,6,100.0,2024-07-22,No,0.0
ENG00003350,MEM000670,2024-10-11,14,25,11,5,100.0,2024-10-04,No,0.0
ENG00003351,MEM001297,2024-12-05,12,24,9,8,100.0,2024-11-28,No,0.0
ENG00003352,MEM002041,2024-10-20,30,39,4,2,100.0,2024-09-23,No,0.0
ENG00003353,MEM001031,2024-10-14,17,16,1,3,77.0,2024-09-22,No,0.23
ENG00003354,MEM002186,2024-05-14,4,50,0,8,100.0,2024-05-10,No,0.0
ENG00003355,MEM002490,2024-04-04,27,5,15,0,100.0,2024-03-20,No,0.0
ENG00003356,MEM002041,2024-03-03,16,24,4,5,100.0,2024-02-12,No,0.0
ENG00003357,MEM000931,2024-04-08,2,40,5,5,99.0,2024-03-15,No,0.01
ENG00003358,MEM000223,2024-09-14,0,33,14,4,100.0,2024-08-21,No,0.0
ENG00003359,MEM002017,2024-11-21,11,6,4,0,45.0,2024-10-22,No,0.55
ENG00003360,MEM000440,2024-04-25,6,31,7,3,92.5,2024-04-21,No,0.07
ENG00003361,MEM001105,2024-07-06,28,23,6,2,100.0,2024-06-12,No,0.0
ENG00003362,MEM000765,2024-08-03,1,39,2,6,91.5,2024-07-18,No,0.09
ENG00003363,MEM000765,2024-04-09,26,1,0,0,52.5,2024-04-07,No,0.47
ENG00003364,MEM000795,2024-11-15,16,1,11,7,100.0,2024-11-06,No,0.0
ENG00003365,MEM002044,2024-10-08,8,40,12,6,100.0,2024-10-04,No,0.0
ENG00003366,MEM001431,2024-04-15,27,17,6,2,100.0,2024-04-08,No,0.0
ENG00003367,MEM000302,2024-10-30,14,11,9,1,88.5,2024-10-04,No,0.12
ENG00003368,MEM000443,2024-05-07,18,44,11,6,100.0,2024-04-07,No,0.0
ENG00003369,MEM002215,2024-12-13,18,42,13,2,100.0,2024-11-19,No,0.0
ENG00003370,MEM000708,2024-07-29,1,49,5,0,51.5,2024-07-29,No,0.48
ENG00003371,MEM001695,2024-08-05,14,30,3,2,78.0,2024-07-14,No,0.22
ENG00003372,MEM001458,2024-04-21,23,3,15,0,100.0,2024-03-23,No,0.0
ENG00003373,MEM001302,2024-05-14,8,42,1,4,82.0,2024-04-16,No,0.18
ENG00003374,MEM001435,2024-01-24,25,15,6,7,100.0,2024-01-02,No,0.0
ENG00003375,MEM001721,2024-01-20,20,34,11,7,100.0,2024-01-06,No,0.0
ENG00003376,MEM001641,2024-11-28,15,7,9,0,78.5,2024-11-22,No,0.21
ENG00003377,MEM000584,2024-03-19,5,13,3,8,100.0,2024-03-06,No,0.0
ENG00003378,MEM002432,2024-09-28,22,27,8,3,100.0,2024-09-21,No,0.0
ENG00003379,MEM000971,2024-08-29,30,5,6,1,100.0,2024-08-08,No,0.0
ENG00003380,MEM000480,2024-07-08,11,7,4,7,100.0,2024-06-29,No,0.0
ENG00003381,MEM000586,2024-01-27,0,38,6,4,89.0,2024-01-19,No,0.11
ENG00003382,MEM002233,2024-12-05,23,40,3,1,91.0,2024-11-18,No,0.09
ENG00003383,MEM002163,2024-08-09,12,25,1,7,100.0,2024-07-24,No,0.0
ENG00003384,MEM000655,2024-01-22,13,19,8,6,100.0,2024-01-21,No,0.0
ENG00003385,MEM000537,2024-04-21,7,47,10,8,100.0,2024-04-02,No,0.0
ENG00003386,MEM001624,2024-02-22,11,17,13,6,100.0,2024-02-07,No,0.0
ENG00003387,MEM001344,2024-02-22,1,0,9,4,87.0,2024-01-31,No,0.13
ENG00003388,MEM001106,2024-08-20,18,7,3,1,64.5,2024-08-13,No,0.35
ENG00003389,MEM002300,2024-11-03,14,16,5,7,100.0,2024-10-06,No,0.0
ENG00003390,MEM000688,2024-08-29,7,29,1,8,100.0,2024-08-10,No,0.0
ENG00003391,MEM002235,2024-11-26,12,3,2,2,55.5,2024-11-19,No,0.45
ENG00003392,MEM001892,2024-12-03,4,40,0,0,28.0,2024-11-25,No,0.72
ENG00003393,MEM001504,2024-08-01,5,50,5,7,100.0,2024-07-06,No,0.0
ENG00003394,MEM001514,2024-11-05,21,33,8,8,100.0,2024-10-27,No,0.0
ENG00003395,MEM001279,2024-09-12,23,39,9,7,100.0,2024-08-16,No,0.0
ENG00003396,MEM000376,2024-06-17,0,13,0,7,76.5,2024-06-13,No,0.23
ENG00003397,MEM000935,2024-11-05,27,42,14,4,100.0,2024-10-24,No,0.0
ENG00003398,MEM000246,2024-02-01,10,43,1,3,76.5,2024-01-21,No,0.23
ENG00003399,MEM002188,2024-01-14,6,40,5,3,87.0,2024-01-07,No,0.13
ENG00003400,MEM000824,2024-12-16,26,18,13,5,100.0,2024-11-26,No,0.0
ENG00003401,MEM000235,2024-11-15,9,30,0,5,83.0,2024-11-13,No,0.17
ENG00003402,MEM002473,2024-10-29,23,32,7,8,100.0,2024-10-15,No,0.0
ENG00003403,MEM001475,2024-07-23,27,49,2,8,100.0,2024-06-28,No,0.0
ENG00003404,MEM000909,2024-02-29,0,15,11,5,100.0,2024-02-03,No,0.0
ENG00003405,MEM001999,2024-02-28,20,18,14,1,100.0,2024-02-25,No,0.0
ENG00003406,MEM001970,2024-09-26,21,30,13,8,100.0,2024-09-02,No,0.0
ENG00003407,MEM000761,2024-10-01,20,18,5,0,74.0,2024-09-16,No,0.26
ENG00003408,MEM000561,2024-04-02,25,47,2,5,100.0,2024-03-29,No,0.0
ENG00003409,MEM001402,2024-05-18,0,2,8,0,41.0,2024-05-07,No,0.59
ENG00003410,MEM000510,2024-03-07,20,16,0,1,58.0,2024-02-21,No,0.42
ENG00003411,MEM001214,2024-05-01,0,28,10,4,100.0,2024-04-15,No,0.0
ENG00003412,MEM001241,2024-03-01,22,4,15,2,100.0,2024-02-24,No,0.0
ENG00003413,MEM001235,2024-06-22,20,28,4,3,100.0,2024-06-09,No,0.0
ENG00003414,MEM002471,2024-11-13,16,9,13,0,100.0,2024-10-20,No,0.0
ENG00003415,MEM002490,2024-02-02,29,18,12,6,100.0,2024-01-09,No,0.0
ENG00003416,MEM000677,2024-03-24,24,24,1,2,85.0,2024-03-11,No,0.15
ENG00003417,MEM000250,2024-09-11,4,22,15,0,94.0,2024-09-06,No,0.06
ENG00003418,MEM000894,2024-08-01,4,47,1,6,96.5,2024-07-23,No,0.04
ENG00003419,MEM000746,2024-12-12,30,25,1,1,87.5,2024-11-28,No,0.12
ENG00003420,MEM001960,2024-08-26,1,18,15,8,100.0,2024-08-10,No,0.0
ENG00003421,MEM000603,2024-02-03,17,20,11,4,100.0,2024-01-21,No,0.0
ENG00003422,MEM002303,2024-09-04,0,37,3,2,53.5,2024-08-06,No,0.47
ENG00003423,MEM001179,2024-12-09,22,23,15,0,100.0,2024-11-20,No,0.0
ENG00003424,MEM000450,2024-01-11,11,30,11,0,92.0,2024-01-05,No,0.08
ENG00003425,MEM000016,2024-08-14,13,16,8,8,100.0,2024-08-07,No,0.0
ENG00003426,MEM000531,2024-12-14,15,50,13,1,100.0,2024-11-17,No,0.0
ENG00003427,MEM000879,2024-05-26,5,41,12,8,100.0,2024-05-12,No,0.0
ENG00003428,MEM001584,2024-01-02,1,50,15,4,100.0,2023-12-27,No,0.0
ENG00003429,MEM000031,2024-03-29,11,0,4,0,42.0,2024-03-20,No,0.58
ENG00003430,MEM001673,2024-12-09,30,18,6,5,100.0,2024-12-03,No,0.0
ENG00003431,MEM000994,2024-07-14,26,49,1,5,100.0,2024-07-05,No,0.0
ENG00003432,MEM002345,2024-10-22,22,41,3,6,100.0,2024-10-03,No,0.0
ENG00003433,MEM002396,2024-01-01,20,24,2,2,82.0,2023-12-13,No,0.18
ENG00003434,MEM001733,2024-04-19,0,11,0,8,85.5,2024-04-10,No,0.14
ENG00003435,MEM001368,2024-05-29,23,18,3,4,100.0,2024-05-29,No,0.0
ENG00003436,MEM000117,2024-01-25,4,17,8,7,100.0,2024-01-08,No,0.0
ENG00003437,MEM002062,2024-08-20,28,45,10,8,100.0,2024-07-30,No,0.0
ENG00003438,MEM002144,2024-11-10,29,25,8,4,100.0,2024-10-15,No,0.0
ENG00003439,MEM000461,2024-09-06,11,6,2,6,95.0,2024-08-09,No,0.05
ENG00003440,MEM001074,2024-08-20,18,14,15,2,100.0,2024-08-14,No,0.0
ENG00003441,MEM002331,2024-04-22,25,45,11,0,100.0,2024-04-07,No,0.0
ENG00003442,MEM001929,2024-08-24,12,45,12,7,100.0,2024-07-28,No,0.0
ENG00003443,MEM000841,2024-07-10,1,48,2,7,100.0,2024-06-26,No,0.0
ENG00003444,MEM002082,2024-09-30,10,10,1,0,30.0,2024-09-07,No,0.7
ENG00003445,MEM001014,2024-03-22,4,39,6,2,77.5,2024-02-28,No,0.23
ENG00003446,MEM000832,2024-04-24,28,12,15,4,100.0,2024-04-18,No,0.0
ENG00003447,MEM000162,2024-09-16,4,17,9,7,100.0,2024-08-23,No,0.0
ENG00003448,MEM002196,2024-06-08,5,41,10,4,100.0,2024-05-25,No,0.0
ENG00003449,MEM001356,2024-01-24,18,10,4,0,61.0,2024-01-05,No,0.39
ENG00003450,MEM001034,2024-06-04,24,16,0,4,96.0,2024-05-18,No,0.04
ENG00003451,MEM001666,2024-06-30,15,22,9,3,100.0,2024-06-25,No,0.0
ENG00003452,MEM000030,2024-08-24,13,15,3,5,98.5,2024-07-27,No,0.01
ENG00003453,MEM001947,2024-04-15,23,0,14,4,100.0,2024-04-09,No,0.0
ENG00003454,MEM000763,2024-02-08,22,41,11,1,100.0,2024-01-17,No,0.0
ENG00003455,MEM000024,2024-04-27,8,33,4,7,100.0,2024-04-22,No,0.0
ENG00003456,MEM000612,2024-05-27,17,28,6,7,100.0,2024-05-12,No,0.0
ENG00003457,MEM000180,2024-06-18,25,12,13,8,100.0,2024-06-10,No,0.0
ENG00003458,MEM000877,2024-04-13,27,22,13,0,100.0,2024-03-28,No,0.0
ENG00003459,MEM002006,2024-07-28,17,31,5,1,84.5,2024-07-27,No,0.15
ENG00003460,MEM000937,2024-06-18,22,20,7,8,100.0,2024-06-05,No,0.0
ENG00003461,MEM000817,2024-01-19,0,44,11,8,100.0,2023-12-20,No,0.0
ENG00003462,MEM001987,2024-07-05,1,4,8,5,94.0,2024-06-21,No,0.06
ENG00003463,MEM000794,2024-04-20,27,46,12,4,100.0,2024-04-12,No,0.0
