nutrition_log_id,member_id,log_date,meal_type,food_id,food_name,serving_size_g,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g
NL00005631,MEM002050,2024-07-31,Dinner,FOOD0055,peach,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00005632,MEM002224,2024-06-07,Snack,FOOD0064,olive oil,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00005633,MEM000969,2024-08-25,Dinner,FOOD0019,white rice,130.0,169.0,3.5,36.4,0.4,3.6,10.9
NL00005634,MEM000216,2024-02-03,Snack,FOOD0016,tempeh,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00005635,MEM001238,2024-01-17,Breakfast,FOOD0051,mango,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00005636,MEM002467,2024-07-27,Dinner,FOOD0042,cauliflower,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00005637,MEM000879,2024-09-27,Lunch,FOOD0016,tempeh,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00005638,MEM001864,2024-08-31,Post-Workout,FOOD0081,rice cakes,190.0,228.0,5.7,47.5,1.9,4.8,14.2
NL00005639,MEM000468,2024-10-05,Post-Workout,FOOD0004,steak,240.0,650.4,60.0,0.0,45.6,0.0,0.0
NL00005640,MEM000859,2024-08-23,Dinner,FOOD0019,white rice,140.0,182.0,3.8,39.2,0.4,3.9,11.8
NL00005641,MEM001155,2024-05-19,Dinner,FOOD0025,white bread,160.0,192.0,4.8,40.0,1.6,4.0,12.0
NL00005642,MEM001944,2024-11-05,Breakfast,FOOD0018,cottage cheese,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00005643,MEM001784,2024-09-24,Snack,FOOD0043,brussels sprouts,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00005644,MEM001186,2024-02-24,Lunch,FOOD0039,lettuce,280.0,70.0,2.8,14.0,0.6,1.4,4.2
NL00005645,MEM000642,2024-05-28,Snack,FOOD0085,maple syrup,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00005646,MEM000050,2024-06-22,Breakfast,FOOD0039,lettuce,290.0,72.5,2.9,14.5,0.6,1.4,4.4
NL00005647,MEM002062,2024-05-05,Snack,FOOD0004,steak,200.0,542.0,50.0,0.0,38.0,0.0,0.0
NL00005648,MEM001927,2024-07-01,Breakfast,FOOD0039,lettuce,70.0,17.5,0.7,3.5,0.1,0.4,1.0
NL00005649,MEM000721,2024-09-13,Post-Workout,FOOD0036,bell pepper,130.0,32.5,1.3,6.5,0.3,0.6,2.0
NL00005650,MEM002174,2024-06-27,Snack,FOOD0070,sunflower seeds,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00005651,MEM001007,2024-08-13,Breakfast,FOOD0062,peanut butter,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00005652,MEM001551,2024-02-03,Lunch,FOOD0018,cottage cheese,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00005653,MEM001479,2024-11-09,Snack,FOOD0058,grapefruit,220.0,132.0,1.1,33.0,0.4,3.3,9.9
NL00005654,MEM001618,2024-01-30,Snack,FOOD0056,pear,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00005655,MEM001158,2024-02-12,Snack,FOOD0013,turkey breast,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00005656,MEM001239,2024-06-05,Snack,FOOD0027,sweet potato,190.0,163.4,3.0,38.0,0.2,3.8,11.4
NL00005657,MEM001892,2024-06-17,Breakfast,FOOD0066,chia seeds,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00005658,MEM001986,2024-04-09,Snack,FOOD0059,avocado,130.0,208.0,2.6,11.0,19.5,1.2,3.2
NL00005659,MEM002286,2024-06-17,Breakfast,FOOD0017,protein powder,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00005660,MEM000187,2024-08-10,Lunch,FOOD0061,walnuts,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00005661,MEM000594,2024-11-06,Post-Workout,FOOD0082,popcorn,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00005662,MEM000426,2024-04-19,Dinner,FOOD0071,greek yogurt,120.0,70.8,12.0,4.3,0.5,0.5,1.3
NL00005663,MEM000379,2024-02-03,Snack,FOOD0061,walnuts,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00005664,MEM002436,2024-03-21,Snack,FOOD0057,kiwi,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00005665,MEM001153,2024-08-19,Dinner,FOOD0066,chia seeds,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00005666,MEM001881,2024-05-24,Dinner,FOOD0033,spinach,300.0,69.0,8.7,10.8,1.2,1.2,3.3
NL00005667,MEM001083,2024-08-02,Snack,FOOD0019,white rice,100.0,130.0,2.7,28.0,0.3,2.8,8.4
NL00005668,MEM001391,2024-05-22,Dinner,FOOD0001,chicken breast,150.0,247.5,46.5,0.0,5.4,0.0,0.0
NL00005669,MEM000714,2024-08-22,Lunch,FOOD0038,cucumber,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00005670,MEM000159,2024-04-13,Dinner,FOOD0057,kiwi,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00005671,MEM001223,2024-04-29,Breakfast,FOOD0018,cottage cheese,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00005672,MEM000600,2024-02-04,Lunch,FOOD0036,bell pepper,200.0,50.0,2.0,10.0,0.4,1.0,3.0
NL00005673,MEM000944,2024-05-30,Dinner,FOOD0035,carrots,120.0,30.0,1.2,6.0,0.2,0.6,1.8
NL00005674,MEM002154,2024-08-25,Breakfast,FOOD0070,sunflower seeds,220.0,220.0,6.6,33.0,6.6,3.3,9.9
NL00005675,MEM000168,2024-11-23,Dinner,FOOD0013,turkey breast,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00005676,MEM001642,2024-01-11,Snack,FOOD0042,cauliflower,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00005677,MEM001598,2024-11-06,Dinner,FOOD0039,lettuce,50.0,12.5,0.5,2.5,0.1,0.2,0.8
NL00005678,MEM002070,2024-10-31,Dinner,FOOD0046,banana,260.0,231.4,2.9,59.8,0.8,6.0,17.9
NL00005679,MEM001056,2024-04-24,Snack,FOOD0061,walnuts,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00005680,MEM000161,2024-11-15,Lunch,FOOD0078,butter,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00005681,MEM002150,2024-02-07,Breakfast,FOOD0023,oatmeal,160.0,108.8,3.8,19.2,2.2,1.9,5.8
NL00005682,MEM002294,2024-09-17,Dinner,FOOD0034,kale,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00005683,MEM000217,2024-01-26,Breakfast,FOOD0037,tomato,80.0,20.0,0.8,4.0,0.2,0.4,1.2
NL00005684,MEM001678,2024-07-03,Post-Workout,FOOD0057,kiwi,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00005685,MEM000108,2024-09-26,Lunch,FOOD0077,whey protein,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00005686,MEM000404,2024-06-29,Dinner,FOOD0001,chicken breast,160.0,264.0,49.6,0.0,5.8,0.0,0.0
NL00005687,MEM002374,2024-02-22,Snack,FOOD0049,strawberry,200.0,120.0,1.0,30.0,0.4,3.0,9.0
NL00005688,MEM001895,2024-03-04,Dinner,FOOD0041,green beans,50.0,50.0,1.5,7.5,1.5,0.8,2.2
NL00005689,MEM002250,2024-06-21,Post-Workout,FOOD0023,oatmeal,120.0,81.6,2.9,14.4,1.7,1.4,4.3
NL00005690,MEM000509,2024-09-03,Dinner,FOOD0075,cheddar cheese,160.0,160.0,4.8,24.0,4.8,2.4,7.2
NL00005691,MEM000819,2024-11-14,Breakfast,FOOD0046,banana,60.0,53.4,0.7,13.8,0.2,1.4,4.1
NL00005692,MEM001303,2024-08-19,Lunch,FOOD0007,tuna,130.0,171.6,36.4,0.0,1.7,0.0,0.0
NL00005693,MEM000658,2024-09-08,Snack,FOOD0076,yogurt,70.0,41.3,7.0,2.5,0.3,0.3,0.8
NL00005694,MEM000223,2024-08-03,Dinner,FOOD0064,olive oil,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00005695,MEM000032,2024-01-22,Post-Workout,FOOD0066,chia seeds,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00005696,MEM000512,2024-05-01,Snack,FOOD0031,tortilla,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00005697,MEM001233,2024-09-12,Post-Workout,FOOD0021,jasmine rice,120.0,144.0,3.6,30.0,1.2,3.0,9.0
NL00005698,MEM000319,2024-03-20,Lunch,FOOD0010,cod,80.0,96.0,19.2,0.0,1.6,0.0,0.0
NL00005699,MEM000445,2024-11-16,Snack,FOOD0030,bagel,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00005700,MEM001623,2024-02-22,Post-Workout,FOOD0034,kale,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00005701,MEM000920,2024-03-04,Snack,FOOD0053,grapes,300.0,180.0,1.5,45.0,0.6,4.5,13.5
NL00005702,MEM000290,2024-11-29,Post-Workout,FOOD0041,green beans,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00005703,MEM001881,2024-11-29,Post-Workout,FOOD0070,sunflower seeds,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00005704,MEM002363,2024-03-18,Snack,FOOD0030,bagel,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00005705,MEM000587,2024-06-09,Snack,FOOD0014,ground turkey,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00005706,MEM002123,2024-07-05,Breakfast,FOOD0029,couscous,300.0,300.0,9.0,45.0,9.0,4.5,13.5
NL00005707,MEM000526,2024-06-15,Lunch,FOOD0028,potato,230.0,197.8,3.7,46.0,0.2,4.6,13.8
NL00005708,MEM000085,2024-09-16,Lunch,FOOD0004,steak,190.0,514.9,47.5,0.0,36.1,0.0,0.0
NL00005709,MEM001817,2024-03-25,Dinner,FOOD0085,maple syrup,220.0,220.0,6.6,33.0,6.6,3.3,9.9
NL00005710,MEM001910,2024-07-23,Dinner,FOOD0050,blueberry,100.0,60.0,0.5,15.0,0.2,1.5,4.5
NL00005711,MEM002013,2024-06-01,Post-Workout,FOOD0037,tomato,70.0,17.5,0.7,3.5,0.1,0.4,1.0
NL00005712,MEM002033,2024-02-25,Breakfast,FOOD0059,avocado,290.0,464.0,5.8,24.6,43.5,2.6,7.2
NL00005713,MEM000379,2024-07-02,Dinner,FOOD0057,kiwi,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00005714,MEM001080,2024-01-17,Breakfast,FOOD0005,pork chop,150.0,375.0,39.0,0.0,25.5,0.0,0.0
NL00005715,MEM000516,2024-10-15,Post-Workout,FOOD0031,tortilla,160.0,160.0,4.8,24.0,4.8,2.4,7.2
NL00005716,MEM000691,2024-12-16,Breakfast,FOOD0019,white rice,150.0,195.0,4.1,42.0,0.4,4.2,12.6
NL00005717,MEM001434,2024-08-22,Lunch,FOOD0030,bagel,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00005718,MEM001223,2024-04-14,Breakfast,FOOD0021,jasmine rice,130.0,156.0,3.9,32.5,1.3,3.2,9.8
NL00005719,MEM001873,2024-09-05,Post-Workout,FOOD0024,whole wheat bread,240.0,288.0,7.2,60.0,2.4,6.0,18.0
NL00005720,MEM000448,2024-10-23,Snack,FOOD0049,strawberry,150.0,90.0,0.8,22.5,0.3,2.2,6.8
NL00005721,MEM000664,2024-06-06,Snack,FOOD0022,quinoa,190.0,228.0,8.4,39.9,3.6,4.0,12.0
NL00005722,MEM001447,2024-07-06,Post-Workout,FOOD0027,sweet potato,110.0,94.6,1.8,22.0,0.1,2.2,6.6
NL00005723,MEM001362,2024-06-22,Breakfast,FOOD0036,bell pepper,290.0,72.5,2.9,14.5,0.6,1.4,4.4
NL00005724,MEM000738,2024-05-11,Breakfast,FOOD0066,chia seeds,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00005725,MEM001872,2024-01-09,Post-Workout,FOOD0025,white bread,160.0,192.0,4.8,40.0,1.6,4.0,12.0
NL00005726,MEM001001,2024-01-21,Lunch,FOOD0042,cauliflower,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00005727,MEM002332,2024-08-11,Dinner,FOOD0041,green beans,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00005728,MEM000893,2024-04-15,Lunch,FOOD0044,zucchini,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00005729,MEM000936,2024-04-26,Dinner,FOOD0020,brown rice,250.0,280.0,6.5,60.0,2.2,6.0,18.0
NL00005730,MEM001087,2024-03-08,Post-Workout,FOOD0081,rice cakes,220.0,264.0,6.6,55.0,2.2,5.5,16.5
NL00005731,MEM001185,2024-12-09,Dinner,FOOD0038,cucumber,160.0,160.0,4.8,24.0,4.8,2.4,7.2
NL00005732,MEM002184,2024-05-15,Lunch,FOOD0074,mozzarella,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00005733,MEM002360,2024-01-17,Lunch,FOOD0020,brown rice,60.0,67.2,1.6,14.4,0.5,1.4,4.3
NL00005734,MEM001780,2024-05-22,Snack,FOOD0070,sunflower seeds,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00005735,MEM000867,2024-09-10,Lunch,FOOD0009,shrimp,270.0,324.0,64.8,0.0,5.4,0.0,0.0
NL00005736,MEM002012,2024-04-10,Lunch,FOOD0040,asparagus,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00005737,MEM001822,2024-05-28,Dinner,FOOD0017,protein powder,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00005738,MEM002006,2024-02-18,Breakfast,FOOD0013,turkey breast,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00005739,MEM001134,2024-05-29,Post-Workout,FOOD0047,apple,290.0,150.8,0.9,40.6,0.6,4.1,12.2
NL00005740,MEM002175,2024-07-16,Snack,FOOD0026,pasta,70.0,91.7,3.5,17.5,0.8,1.8,5.2
NL00005741,MEM000076,2024-07-06,Breakfast,FOOD0046,banana,70.0,62.3,0.8,16.1,0.2,1.6,4.8
NL00005742,MEM002389,2024-04-29,Post-Workout,FOOD0023,oatmeal,200.0,136.0,4.8,24.0,2.8,2.4,7.2
NL00005743,MEM002322,2024-11-02,Breakfast,FOOD0080,protein bar,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00005744,MEM002239,2024-01-25,Snack,FOOD0020,brown rice,80.0,89.6,2.1,19.2,0.7,1.9,5.8
NL00005745,MEM000566,2024-10-20,Breakfast,FOOD0074,mozzarella,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00005746,MEM001206,2024-12-03,Breakfast,FOOD0047,apple,110.0,57.2,0.3,15.4,0.2,1.5,4.6
NL00005747,MEM002159,2024-07-31,Post-Workout,FOOD0075,cheddar cheese,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00005748,MEM000126,2024-09-13,Lunch,FOOD0063,almond butter,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00005749,MEM001992,2024-04-23,Snack,FOOD0047,apple,80.0,41.6,0.2,11.2,0.2,1.1,3.4
NL00005750,MEM001369,2024-09-27,Post-Workout,FOOD0053,grapes,120.0,72.0,0.6,18.0,0.2,1.8,5.4
NL00005751,MEM000468,2024-11-27,Snack,FOOD0038,cucumber,160.0,160.0,4.8,24.0,4.8,2.4,7.2
NL00005752,MEM000689,2024-08-08,Lunch,FOOD0058,grapefruit,220.0,132.0,1.1,33.0,0.4,3.3,9.9
NL00005753,MEM001990,2024-03-02,Breakfast,FOOD0077,whey protein,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00005754,MEM001417,2024-07-05,Snack,FOOD0007,tuna,210.0,277.2,58.8,0.0,2.7,0.0,0.0
NL00005755,MEM000053,2024-09-02,Lunch,FOOD0075,cheddar cheese,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00005756,MEM002445,2024-01-31,Snack,FOOD0031,tortilla,50.0,50.0,1.5,7.5,1.5,0.8,2.2
NL00005757,MEM001196,2024-12-03,Snack,FOOD0034,kale,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00005758,MEM000140,2024-07-19,Dinner,FOOD0027,sweet potato,240.0,206.4,3.8,48.0,0.2,4.8,14.4
NL00005759,MEM001598,2024-06-30,Breakfast,FOOD0059,avocado,210.0,336.0,4.2,17.8,31.5,1.9,5.2
NL00005760,MEM002336,2024-11-17,Breakfast,FOOD0075,cheddar cheese,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00005761,MEM001121,2024-06-07,Dinner,FOOD0069,pecans,240.0,240.0,7.2,36.0,7.2,3.6,10.8
NL00005762,MEM001962,2024-10-07,Lunch,FOOD0074,mozzarella,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00005763,MEM001843,2024-02-09,Post-Workout,FOOD0055,peach,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00005764,MEM000920,2024-10-13,Dinner,FOOD0032,broccoli,160.0,54.4,4.5,11.2,0.6,1.1,3.4
NL00005765,MEM002100,2024-01-25,Snack,FOOD0055,peach,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00005766,MEM000733,2024-04-29,Dinner,FOOD0066,chia seeds,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00005767,MEM001411,2024-01-14,Post-Workout,FOOD0083,dark chocolate,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00005768,MEM002049,2024-05-17,Breakfast,FOOD0039,lettuce,170.0,42.5,1.7,8.5,0.3,0.8,2.6
NL00005769,MEM002205,2024-02-24,Lunch,FOOD0050,blueberry,150.0,90.0,0.8,22.5,0.3,2.2,6.8
NL00005770,MEM001105,2024-06-27,Post-Workout,FOOD0029,couscous,300.0,300.0,9.0,45.0,9.0,4.5,13.5
NL00005771,MEM002258,2024-10-11,Post-Workout,FOOD0074,mozzarella,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00005772,MEM000636,2024-04-05,Snack,FOOD0018,cottage cheese,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00005773,MEM001110,2024-08-08,Lunch,FOOD0029,couscous,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00005774,MEM001251,2024-09-09,Post-Workout,FOOD0042,cauliflower,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00005775,MEM000865,2024-01-22,Post-Workout,FOOD0001,chicken breast,190.0,313.5,58.9,0.0,6.8,0.0,0.0
NL00005776,MEM001853,2024-01-24,Snack,FOOD0036,bell pepper,170.0,42.5,1.7,8.5,0.3,0.8,2.6
NL00005777,MEM002131,2024-02-24,Lunch,FOOD0033,spinach,170.0,39.1,4.9,6.1,0.7,0.7,1.9
NL00005778,MEM001547,2024-11-01,Dinner,FOOD0012,egg whites,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00005779,MEM000221,2024-08-08,Lunch,FOOD0001,chicken breast,140.0,231.0,43.4,0.0,5.0,0.0,0.0
NL00005780,MEM000677,2024-07-03,Dinner,FOOD0032,broccoli,180.0,61.2,5.0,12.6,0.7,1.3,3.8
NL00005781,MEM000546,2024-04-10,Snack,FOOD0005,pork chop,210.0,525.0,54.6,0.0,35.7,0.0,0.0
NL00005782,MEM002383,2024-08-28,Breakfast,FOOD0043,brussels sprouts,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00005783,MEM000145,2024-11-21,Post-Workout,FOOD0038,cucumber,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00005784,MEM001232,2024-04-08,Lunch,FOOD0050,blueberry,160.0,96.0,0.8,24.0,0.3,2.4,7.2
NL00005785,MEM000986,2024-03-25,Breakfast,FOOD0007,tuna,270.0,356.4,75.6,0.0,3.5,0.0,0.0
NL00005786,MEM002032,2024-06-18,Snack,FOOD0017,protein powder,160.0,160.0,4.8,24.0,4.8,2.4,7.2
NL00005787,MEM000128,2024-11-27,Snack,FOOD0033,spinach,150.0,34.5,4.4,5.4,0.6,0.6,1.6
NL00005788,MEM001137,2024-01-20,Post-Workout,FOOD0058,grapefruit,120.0,72.0,0.6,18.0,0.2,1.8,5.4
NL00005789,MEM000870,2024-02-20,Breakfast,FOOD0081,rice cakes,170.0,204.0,5.1,42.5,1.7,4.2,12.8
NL00005790,MEM000813,2024-09-23,Lunch,FOOD0053,grapes,60.0,36.0,0.3,9.0,0.1,0.9,2.7
NL00005791,MEM002303,2024-06-19,Lunch,FOOD0029,couscous,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00005792,MEM002373,2024-08-25,Dinner,FOOD0020,brown rice,70.0,78.4,1.8,16.8,0.6,1.7,5.0
NL00005793,MEM001790,2024-07-12,Dinner,FOOD0083,dark chocolate,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00005794,MEM001939,2024-07-02,Lunch,FOOD0084,honey,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00005795,MEM001845,2024-02-13,Breakfast,FOOD0025,white bread,140.0,168.0,4.2,35.0,1.4,3.5,10.5
NL00005796,MEM001903,2024-08-15,Post-Workout,FOOD0030,bagel,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00005797,MEM000412,2024-11-27,Post-Workout,FOOD0069,pecans,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00005798,MEM000143,2024-06-08,Snack,FOOD0036,bell pepper,60.0,15.0,0.6,3.0,0.1,0.3,0.9
NL00005799,MEM000008,2024-10-04,Dinner,FOOD0051,mango,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00005800,MEM002135,2024-05-25,Post-Workout,FOOD0013,turkey breast,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00005801,MEM000390,2024-07-19,Lunch,FOOD0022,quinoa,270.0,324.0,11.9,56.7,5.1,5.7,17.0
NL00005802,MEM001554,2024-11-09,Lunch,FOOD0023,oatmeal,250.0,170.0,6.0,30.0,3.5,3.0,9.0
NL00005803,MEM002035,2024-02-11,Snack,FOOD0065,coconut oil,240.0,240.0,7.2,36.0,7.2,3.6,10.8
NL00005804,MEM000347,2024-10-23,Lunch,FOOD0031,tortilla,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00005805,MEM000209,2024-07-26,Breakfast,FOOD0013,turkey breast,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00005806,MEM000763,2024-02-14,Snack,FOOD0002,chicken thigh,70.0,146.3,18.2,0.0,7.7,0.0,0.0
NL00005807,MEM001911,2024-03-04,Snack,FOOD0039,lettuce,290.0,72.5,2.9,14.5,0.6,1.4,4.4
NL00005808,MEM002012,2024-01-10,Dinner,FOOD0068,cashews,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00005809,MEM000458,2024-10-22,Lunch,FOOD0050,blueberry,280.0,168.0,1.4,42.0,0.6,4.2,12.6
NL00005810,MEM000373,2024-07-25,Post-Workout,FOOD0048,orange,70.0,42.0,0.4,10.5,0.1,1.0,3.2
NL00005811,MEM001833,2024-01-14,Dinner,FOOD0050,blueberry,130.0,78.0,0.6,19.5,0.3,2.0,5.9
NL00005812,MEM002096,2024-12-05,Snack,FOOD0082,popcorn,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00005813,MEM000277,2024-09-16,Post-Workout,FOOD0007,tuna,220.0,290.4,61.6,0.0,2.9,0.0,0.0
NL00005814,MEM000645,2024-09-06,Breakfast,FOOD0066,chia seeds,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00005815,MEM000644,2024-07-27,Breakfast,FOOD0076,yogurt,190.0,112.1,19.0,6.8,0.8,0.8,2.1
NL00005816,MEM000389,2024-07-01,Dinner,FOOD0002,chicken thigh,50.0,104.5,13.0,0.0,5.5,0.0,0.0
NL00005817,MEM000190,2024-08-03,Snack,FOOD0018,cottage cheese,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00005818,MEM000624,2024-01-07,Lunch,FOOD0029,couscous,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00005819,MEM001984,2024-07-19,Post-Workout,FOOD0023,oatmeal,170.0,115.6,4.1,20.4,2.4,2.0,6.1
NL00005820,MEM002377,2024-07-07,Breakfast,FOOD0064,olive oil,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00005821,MEM002225,2024-11-17,Lunch,FOOD0001,chicken breast,240.0,396.0,74.4,0.0,8.6,0.0,0.0
NL00005822,MEM001099,2024-09-06,Dinner,FOOD0069,pecans,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00005823,MEM000140,2024-05-20,Breakfast,FOOD0033,spinach,260.0,59.8,7.5,9.4,1.0,1.0,2.9
NL00005824,MEM001939,2024-03-16,Dinner,FOOD0062,peanut butter,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00005825,MEM000829,2024-06-23,Dinner,FOOD0026,pasta,280.0,366.8,14.0,70.0,3.1,7.0,21.0
NL00005826,MEM000012,2024-10-28,Dinner,FOOD0044,zucchini,50.0,50.0,1.5,7.5,1.5,0.8,2.2
NL00005827,MEM002347,2024-05-03,Lunch,FOOD0067,flax seeds,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00005828,MEM001831,2024-07-21,Breakfast,FOOD0006,salmon,240.0,494.4,52.8,0.0,31.2,0.0,0.0
NL00005829,MEM002360,2024-11-20,Lunch,FOOD0072,milk,50.0,50.0,1.5,7.5,1.5,0.8,2.2
NL00005830,MEM002049,2024-02-06,Lunch,FOOD0063,almond butter,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00005831,MEM001155,2024-04-24,Breakfast,FOOD0048,orange,200.0,120.0,1.0,30.0,0.4,3.0,9.0
NL00005832,MEM000333,2024-06-12,Dinner,FOOD0048,orange,300.0,180.0,1.5,45.0,0.6,4.5,13.5
NL00005833,MEM000035,2024-01-07,Lunch,FOOD0066,chia seeds,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00005834,MEM001020,2024-07-10,Snack,FOOD0084,honey,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00005835,MEM002347,2024-04-17,Post-Workout,FOOD0031,tortilla,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00005836,MEM001310,2024-01-20,Post-Workout,FOOD0025,white bread,170.0,204.0,5.1,42.5,1.7,4.2,12.8
NL00005837,MEM001875,2024-10-30,Snack,FOOD0069,pecans,240.0,240.0,7.2,36.0,7.2,3.6,10.8
NL00005838,MEM001650,2024-03-07,Breakfast,FOOD0078,butter,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00005839,MEM002204,2024-07-05,Post-Workout,FOOD0085,maple syrup,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00005840,MEM000891,2024-04-20,Dinner,FOOD0056,pear,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00005841,MEM001611,2024-03-03,Post-Workout,FOOD0073,cheese,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00005842,MEM001875,2024-11-29,Snack,FOOD0083,dark chocolate,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00005843,MEM000056,2024-03-29,Lunch,FOOD0085,maple syrup,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00005844,MEM002368,2024-01-24,Lunch,FOOD0066,chia seeds,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00005845,MEM000216,2024-01-01,Post-Workout,FOOD0069,pecans,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00005846,MEM000525,2024-07-12,Post-Workout,FOOD0026,pasta,120.0,157.2,6.0,30.0,1.3,3.0,9.0
